Car_Make,Car_Model,Year,Kms_Driven,Engine_Oil_Change,Brake_Pad_Change,Transmission_Fluid_Change,Tire_Rotation,Spark_Plug_Change,Maintenance_Required
Mahindra,Ghibli,2020,6916,30398,20940,48171,19276,31369,Presence
MarutiSuzuki,A3,2016,38060,76511,124915,51596,20770,28161,Presence
Maruti,EtiosLiva,2021,3000,13362,26936,23246,25694,37187,Presence
Tata,EcoSport,2010,38587,146328,80959,99463,118211,86714,Presence
Mahindra,Carnival,2019,91791,9561,27119,26954,30451,36756,Presence
Hyundai,Polo,2020,25419,10256,26043,40284,21888,21987,Absence
Nissan,Creta,2023,4693,12803,137227,134810,149972,131165,Absence
Suzuki,Amaze,2013,253374,7008,38770,22478,28087,116693,Presence
Ford,Terrano,2023,16892,25984,64092,48455,21104,74495,Presence
Hyundai,Carnival,2023,178183,82228,133177,83293,169411,132382,Presence
MG,WR-V,2011,28942,13304,50151,27851,20132,10011,Presence
MG,EtiosLiva,2020,28946,11233,14941,24205,31008,16362,Absence
Tata,Hector,2020,13311,12150,30155,48813,24343,18643,Presence
Tata,NaAbsence,2023,163619,10815,112626,174662,151176,88834,Presence
Hyundai,EcoSport,2013,84619,151000,147933,105159,112249,92825,Presence
Hyundai,Creta,2013,166379,13427,72146,76234,25300,109535,Presence
Maruti,EtiosLiva,2019,18725,11663,23115,15121,18397,18465,Absence
Tata,EtiosLiva,2020,30102,10655,21314,30952,33124,31944,Presence
MarutiSuzuki,Carnival,2021,24842,10488,27761,48993,32408,19348,Presence
Mahindra,EtiosLiva,2021,5937,10812,34362,48124,21919,35386,Presence
Mahindra,Amaze,2023,117910,116667,153000,188653,168115,109700,Presence
Ford,Amaze,2012,50086,9471,45368,99587,102982,234860,Presence
Maruti,Carnival,2023,33342,6619,41291,81103,19638,27979,Presence
Maruti,WR-V,2019,3000,13364,36688,54155,18472,27518,Absence
Toyota,KUV100NXT,2016,31254,14252,28273,55531,25659,12456,Absence
Maruti,City,2019,22191,11760,19119,40746,29457,24100,Presence
Maruti,i20Active,2018,3000,11909,16298,28029,26256,17513,Absence
Hyundai,EtiosLiva,2020,4347,11135,35234,52471,24316,15438,Absence
Hyundai,Carnival,2022,16984,10838,18119,49562,19978,28045,Absence
Mahindra,NaAbsence,2012,26371,151000,117851,93770,70521,92225,Presence
,Hexa,2020,45776,11619,26681,101650,24098,25745,Absence
Honda,i20Active,2016,21842,11641,31457,41340,29247,35144,Presence
MarutiSuzuki,Hector,2020,5257,11942,35768,23643,26594,41869,Presence
Maruti,Elitei20,2020,7978,10784,27663,15902,21085,21631,Presence
Kia,EtiosLiva,2021,8062,15197,32616,47791,33404,25954,Presence
Mahindra,Carnival,2021,40762,9291,29158,101531,20703,24413,Presence
Ford,Creta,2023,140876,84038,62865,32582,168852,243618,Presence
Honda,City,2023,26118,11072,29811,25110,23313,37680,Presence
Volkswagen,Ciaz,2018,28699,89794,28159,28703,50253,27926,Absence
Maruti,488GTB,2018,32829,9428,30482,27537,28910,27994,Absence
Honda,City,2020,190717,84935,63885,117225,44807,225784,Presence
Mahindra,Polo,2020,3000,7804,121072,26437,18980,67362,Presence
Maruti,InAbsenceva,2016,36437,9793,141439,97881,107322,111047,Presence
Maruti,Carnival,2011,23850,7917,27094,26915,28035,49508,Presence
Volkswagen,KUV100NXT,2013,37663,86733,17239,29182,22411,25101,Presence
Mahindra,Triber,2023,25559,24725,23054,156123,18417,22077,Absence
Tata,Hector,2020,13377,9754,15994,28151,16150,20712,Presence
Maruti,VitaraBrezza,2019,43040,97798,50499,83271,139811,14765,Presence
Nissan,Carnival,2019,18705,11558,19644,28971,29740,38423,Absence
Rolls-Royce,Creta,2019,36300,10603,23083,23266,27978,21255,Presence
Suzuki,Amaze,2015,171103,151000,153000,182187,146749,66652,Presence
Toyota,Creta,2022,43611,9578,29368,34154,22174,78943,Presence
Maruti,Alto,2018,139538,151000,128832,169250,94485,102334,Presence
Maruti,NaAbsence,2020,20056,9704,89505,144050,31721,83812,Absence
Tata,Harrier,2021,3000,12319,30409,46987,23751,26764,Absence
MG,Amaze,2023,19578,78706,56133,108814,52950,104675,Presence
Maruti,ZSEV,2015,3000,11016,31008,91136,16964,30746,Presence
MarutiSuzuki,Creta,2020,136157,150793,143040,58176,46882,113751,Absence
,NaAbsence,2015,41062,10728,139533,87257,144686,76949,Absence
Mahindra,Polo,2020,23269,31045,26116,31109,37384,40162,Absence
Maruti,Nexon,2020,13444,12566,36438,26856,26940,31648,Absence
MarutiSuzuki,Creta,2016,89908,74895,56865,61913,119816,114712,Presence
Mahindra,Creta,2012,67152,9117,59105,91315,122196,130898,Presence
Mahindra,Amaze,2016,32080,24612,57249,65967,149041,186171,Presence
Maruti,Creta,2020,18744,4728,14860,166993,30859,35697,Absence
Maruti,Carnival,2018,17916,9552,27343,56367,18929,14280,Presence
Mahindra,Carnival,2020,10626,10207,19322,49152,16033,33003,Absence
Hyundai,Carnival,2020,7320,90513,71207,108065,18769,44169,Absence
MarutiSuzuki,Terrano,2020,35635,11342,32975,46794,21750,33997,Presence
Maruti,Corolla,2020,34433,9954,31078,50116,35936,39974,Presence
Maruti,i20Active,2022,10073,29245,23905,41626,34663,32702,Presence
Tata,i20Active,2021,16348,12751,33849,55629,24048,27566,Presence
Maruti,Venue,2015,16525,12056,61935,54957,149771,10615,Absence
Suzuki,Amaze,2023,105097,101987,153000,139597,174515,112092,Absence
Tata,Carnival,2020,34914,8904,16745,23681,25142,28189,Presence
Maruti,Aspire,2021,3000,12936,67582,174267,114752,16849,Absence
Mahindra,Endeavour,2019,3094,12117,36076,38125,16200,37767,Absence
Hyundai,XUV300,2011,38987,9026,27609,149066,28411,66484,Absence
Tata,XyloD2MAXX,2014,31634,19621,26159,24081,23208,11434,Presence
Hyundai,Carnival,2017,212480,148788,62106,123885,156980,62123,Absence
Honda,NaAbsence,2019,15444,9360,27599,85676,29001,57045,Presence
Mahindra,Creta,2017,109388,8842,69414,121273,16377,101243,Presence
Hyundai,Amaze,2023,81129,9716,67905,131935,160808,272930,Presence
Renault,City,2020,3000,12247,24319,71369,25592,22281,Presence
Suzuki,Amaze,2023,116051,144966,65486,161955,185305,114363,Presence
Mahindra,Carnival,2019,10942,9113,19989,51964,22882,15668,Absence
Maruti,Creta,2019,48469,11039,18763,33334,24785,10000,Absence
Toyota,Amaze,2015,189975,91783,152992,27972,139591,52470,Presence
Hyundai,Carnival,2023,27393,8848,17463,82547,22710,22588,Absence
Suzuki,Carnival,2013,260586,151000,137679,131726,117765,86989,Absence
MarutiSuzuki,Amaze,2023,81816,118571,128518,142588,184462,113133,Presence
Tata,Polo,2021,23070,8825,28157,31626,27357,26978,Presence
Maruti,Harrier,2023,16969,8428,26260,18635,21938,79860,Presence
Skoda,Amaze,2023,45187,11077,69182,30947,55721,23957,Presence
Skoda,Creta,2021,7899,10729,69688,44344,21970,34007,Presence
Maruti,Carnival,2020,3000,13083,25910,96332,31999,10616,Presence
MarutiSuzuki,Creta,2021,17310,9761,20659,42893,18445,27856,Presence
MarutiSuzuki,i20Active,2021,19368,10646,14775,53223,27094,23950,Presence
Tata,Carnival,2020,22238,11348,31693,51456,34609,35045,Presence
Mahindra,WR-V,2021,22280,11838,14578,109856,11601,101981,Presence
Tata,Carnival,2018,34243,12292,11369,29953,17886,18591,Presence
MarutiSuzuki,Amaze,2017,75253,151000,122582,121503,133183,100046,Presence
MarutiSuzuki,NaAbsence,2018,28563,11790,25332,110072,23435,160326,Absence
Honda,EtiosLiva,2020,34722,10348,20447,61742,32421,33924,Presence
Hyundai,Triber,2020,28009,11755,21218,48946,17082,77961,Presence
Maruti,XUV300,2019,37280,10374,20932,45233,23666,27909,Absence
Mahindra,Endeavour,2019,10261,10824,21208,26744,18130,20947,Presence
MarutiSuzuki,i20Active,2019,11097,12388,37864,45140,34850,41763,Absence
Hyundai,Carnival,2016,42568,21345,25326,26068,29957,27656,Absence
Maruti,A4,2021,5401,11305,22702,47963,25170,19528,Absence
Maruti,Polo,2013,11157,13114,55471,82313,133645,35101,Presence
Chevrolet,Creta,2019,30549,25169,21950,27476,13444,31546,Absence
Hyundai,Carnival,2020,39861,11015,29772,26273,32749,22059,Presence
Tata,EtiosLiva,2019,3000,10357,24813,15933,13356,10000,Absence
MarutiSuzuki,Creta,2014,9406,11644,32581,44587,17530,34221,Presence
Mahindra,Polo,2019,25700,10063,34595,42916,18191,41581,Presence
MarutiSuzuki,Golf,2019,15509,8817,112834,103137,20252,83944,Absence
Kia,Altroz,2020,39333,7266,27430,43024,19700,31981,Presence
Kia,Amaze,2012,3000,138718,42723,44453,16854,60941,Presence
Maruti,A4,2018,31455,9607,51077,31171,26148,24005,Absence
Maruti,Amaze,2014,6755,11610,111263,152812,115929,93589,Presence
Maruti,Ghibli,2021,29367,13561,153000,94120,24413,25877,Presence
Maruti,WR-V,2014,19897,13220,71103,29576,29632,18235,Presence
Tata,EtiosLiva,2017,14963,11953,23910,27243,22720,24202,Presence
Kia,Venue,2023,223261,145088,68783,118137,139630,97897,Presence
Hyundai,Creta,2021,207734,91125,20280,46824,50611,18241,Presence
Suzuki,Harrier,2023,202598,151000,141179,153157,108483,75511,Presence
Toyota,Carnival,2018,45445,83032,50731,31040,23512,70885,Presence
Maruti,NaAbsence,2023,49347,10750,59923,147781,54872,77254,Presence
Tata,EtiosLiva,2019,23341,13124,20091,28368,31706,15931,Presence
Maruti,Polo,2021,17791,7871,33679,42326,23642,36117,Presence
Kia,Harrier,2019,13044,12657,20886,54214,21079,50977,Presence
Honda,Carnival,2020,3000,13318,82086,42813,23984,33347,Presence
Tata,Amaze,2013,50887,9874,112495,98292,25758,99452,Presence
Maruti,i20Active,2020,3787,10565,37257,53451,30282,13727,Presence
Tata,Creta,2019,34068,7677,32943,48271,31552,30236,Presence
Volkswagen,i20Active,2021,35086,9564,15350,46434,18873,29063,Absence
MG,Carnival,2021,27037,8377,16000,17722,27535,10000,Absence
Mahindra,EtiosLiva,2022,30132,12698,25564,47175,32306,36589,Presence
Renault,Carnival,2012,3000,8027,23370,14946,27675,39842,Absence
Hyundai,i20Active,2012,8202,9535,18084,29614,29545,24347,Absence
MarutiSuzuki,Creta,2022,205982,151000,145993,168369,196924,95849,Presence
Mahindra,Carnival,2021,26680,9721,18437,29163,21341,25292,Absence
Hyundai,WR-V,2020,15503,13216,25876,26248,14755,25723,Absence
Maruti,Amaze,2012,50213,102201,23550,78180,26087,19572,Presence
Tata,Creta,2020,6969,9537,152715,148950,28705,72230,Presence
Maruti,SumoGold,2023,16583,12427,19063,34105,27652,16169,Presence
Tata,Creta,2018,24924,25271,20447,26955,31695,39917,Presence
Renault,Carnival,2020,28329,11871,58667,46735,12333,23801,Absence
Kia,NaAbsence,2020,45667,10743,10574,47544,28278,32116,Absence
MarutiSuzuki,Indica,2021,14333,12563,25149,36965,26653,46431,Presence
Renault,i20Active,2022,22855,9744,31807,90253,19730,11845,Absence
Maruti,i20Active,2023,35848,8432,25875,68491,22341,27311,Absence
MG,i20Active,2020,3000,12900,28335,51315,33856,15519,Presence
Maruti,Polo,2016,41336,9791,23226,33218,22492,27876,Presence
Toyota,Carnival,2016,17921,143158,51856,106122,22446,64732,Presence
Skoda,i20,2019,8239,11402,33032,91965,35590,27460,Presence
Hyundai,i20Active,2016,29765,29058,18881,27822,16755,19789,Absence
MarutiSuzuki,Creta,2023,46507,97519,70866,89914,76435,111958,Absence
Mahindra,Amaze,2023,174146,151000,153000,167987,152772,97837,Presence
Mahindra,NaAbsence,2020,30829,9925,15593,40952,25981,36870,Presence
Maruti,Polo,2022,3000,12116,26199,29886,34104,39961,Absence
Honda,Carnival,2021,20542,27056,22781,159077,19074,34126,Presence
Maruti,EtiosLiva,2017,3000,9412,35093,40525,26739,29795,Presence
Tata,Venue,2012,86050,151000,95105,181472,154020,96708,Presence
Honda,Creta,2020,18681,10080,29484,20795,24814,44980,Absence
Toyota,Creta,2020,20747,9158,72895,17636,32671,94160,Presence
Mercedes,Triber,2019,26600,9129,24357,43053,29794,93485,Absence
Hyundai,InAbsenceva,2019,30824,22597,22038,54086,26508,19023,Absence
Mahindra,Carnival,2015,245479,151000,59676,69902,45577,76080,Absence
Maruti,i20Active,2020,13984,27392,16334,29480,37727,30964,Presence
Maruti,Carnival,2020,23320,12696,24508,24063,37318,17717,Presence
Tata,Amaze,2019,197513,151000,79389,164573,153827,38544,Absence
Maruti,Carnival,2021,8677,11058,69333,38322,28852,10000,Presence
Maserati,NaAbsence,2019,12194,7968,33261,27989,24977,37580,Presence
Maruti,Carnival,2017,31627,11759,24171,28326,31852,31934,Absence
Tata,Amaze,2023,16519,11578,29068,115678,26490,39588,Presence
MarutiSuzuki,A4,2020,6478,11683,14847,43385,11075,22822,Absence
Maruti,Amaze,2023,29215,140183,46158,119719,83601,180326,Presence
Maruti,KUV100,2020,9961,12070,30296,31922,22843,14064,Presence
MarutiSuzuki,Amaze,2019,28922,10570,24683,27800,26262,22046,Presence
,Venue,2023,236062,8739,58918,174016,131744,105433,Absence
Audi,Creta,2016,43650,10543,59726,50304,25735,24587,Presence
Renault,Carnival,2011,10138,8772,73454,150707,132007,135926,Presence
Mahindra,i20Active,2022,3000,10982,14491,18081,22856,28639,Absence
Tata,Golf,2021,3000,10139,30803,40575,19928,29349,Presence
MarutiSuzuki,NaAbsence,2020,6022,12306,68628,26117,29837,15043,Presence
Honda,488GTB,2019,25037,11385,18218,28398,28399,46242,Presence
Tata,Carnival,2014,3000,68311,64172,43725,21886,31389,Presence
Volkswagen,Creta,2023,300531,8763,33203,57688,123755,69367,Presence
Renault,EtiosLiva,2020,18871,9423,28241,33702,22232,16923,Presence
Maruti,Creta,2021,20265,83473,76790,60164,31274,44251,Presence
Tata,A4,2011,23357,8383,18956,87841,17835,27159,Absence
Mahindra,i20Active,2021,4953,10867,27219,29030,22184,17427,Presence
,Carnival,2020,3000,11746,39283,24160,22630,37112,Presence
Maruti,Creta,2017,5886,11704,27731,18492,13840,35222,Presence
Maruti,C-Class,2020,13847,7925,22250,87061,15697,34577,Presence
Mahindra,Amaze,2021,43989,11118,25774,58367,28281,71832,Absence
Tata,EtiosLiva,2013,13152,12240,26918,55279,22408,20632,Presence
Tata,Carnival,2009,3000,10915,9121,25868,22986,18006,Presence
Tata,Amaze,2012,20058,151000,13920,175002,112955,88005,Presence
Suzuki,Carnival,2014,179908,6468,23259,97876,28205,69886,Absence
Maruti,NaAbsence,2012,6900,10095,22350,43803,24651,15801,Absence
Maruti,Creta,2023,83663,149817,111239,137319,124334,72715,Presence
Hyundai,Carnival,2018,32257,8286,32966,44117,29310,38090,Presence
Honda,Harrier,2020,3000,21973,23101,50282,18493,14995,Presence
Tata,Venue,2017,31336,100318,153000,115758,146940,107636,Presence
Skoda,XUV300,2023,16366,23753,123149,159072,36220,27642,Presence
Maruti,EtiosLiva,2022,32788,25285,30885,49390,32216,45165,Presence
Ford,i20Active,2018,15348,12979,26313,40369,22338,23215,Presence
Hyundai,Triber,2023,29812,11314,29224,82844,52382,118035,Absence
,Carnival,2020,103233,12993,58252,139627,87788,80358,Absence
Mahindra,Carnival,2016,31009,11367,12633,50615,48634,257544,Absence
Ford,Polo,2020,13502,14076,25939,52403,19030,28784,Presence
MarutiSuzuki,Harrier,2022,8271,12505,32130,53298,17105,23429,Presence
Nissan,Swift,2020,10643,10978,122646,15635,19573,27792,Absence
Maruti,Hexa,2020,24024,9516,18035,29634,71127,26550,Presence
Maruti,Carnival,2019,22686,10610,47854,19429,26545,119763,Presence
Renault,488GTB,2020,3000,11316,44855,30849,25021,22954,Presence
MarutiSuzuki,Alto,2017,21885,10872,21835,27365,25037,140582,Presence
Mahindra,Hector,2022,18428,11257,35288,91651,22560,121399,Presence
Honda,XUV300,2023,117215,102822,153000,149421,116832,98693,Presence
Porsche,Amaze,2023,126476,151000,147088,200000,208562,65034,Presence
Maruti,A4,2020,35434,9728,34201,59237,35637,38270,Presence
Mahindra,Sonnet,2021,19035,12489,20080,54601,27724,39610,Absence
MarutiSuzuki,EtiosLiva,2020,11549,5983,25806,40640,26414,33834,Presence
Tata,Polo,2019,5936,12527,20181,21353,20041,43616,Presence
Hyundai,Creta,2020,112280,98079,147568,85524,171032,84334,Presence
Toyota,WR-V,2018,22426,11631,31273,148569,13013,17969,Presence
Mahindra,EtiosLiva,2020,4175,13036,29604,51765,18008,21797,Presence
Volkswagen,Hector,2021,29063,6583,117872,136876,17645,245070,Presence
Hyundai,KUV100,2022,21379,10492,23377,46528,29182,35616,Absence
Mahindra,NaAbsence,2016,17650,8877,18794,26968,17780,23461,Presence
MarutiSuzuki,Carnival,2020,25592,12634,29020,38109,33173,45619,Absence
Ford,Polo,2020,3000,12692,25060,40646,21564,36933,Presence
Suzuki,Amaze,2018,301285,12218,148018,137097,168091,115204,Absence
Mahindra,i20Active,2020,11565,10649,26391,44863,26072,26359,Absence
Volkswagen,NaAbsence,2023,209959,81005,149424,113738,135227,85275,Absence
Maruti,i20Active,2016,3000,12519,35023,25360,25929,45155,Presence
MarutiSuzuki,Harrier,2023,41347,9361,60403,54435,104607,69482,Presence
Volkswagen,i20Active,2018,3000,10784,20710,49271,23381,27398,Presence
Mahindra,WagonR,2017,18016,7681,44368,16335,21228,39039,Absence
Tata,Amaze,2015,21842,151000,63311,85398,170267,99363,Presence
Hyundai,Creta,2022,13587,9090,24375,50626,23298,28700,Absence
Mercedes-Benz,Carnival,2019,8326,25212,27128,41425,13996,27625,Presence
Hyundai,Polo,2015,17785,8244,25879,38084,20065,31057,Presence
Volkswagen,Harrier,2020,11181,10626,72183,109746,22963,18388,Presence
Mahindra,City,2022,14021,23683,23423,18440,26241,41081,Presence
Mahindra,EtiosLiva,2020,3000,10651,30705,33915,14296,23163,Presence
Maserati,Scorpio,2020,18931,9694,33898,21791,15164,26984,Presence
Maruti,EtiosLiva,2020,3000,12927,32666,29330,26264,14809,Absence
Tata,Carnival,2016,94154,151000,88095,155199,156870,72932,Presence
Mahindra,i20Active,2020,24062,12008,33346,44886,20840,19963,Absence
Suzuki,Carnival,2012,19976,151000,25441,62035,21563,110630,Presence
Maruti,EtiosLiva,2019,3000,12885,31599,16382,31554,10938,Absence
MarutiSuzuki,i20Active,2020,22180,10940,20559,23957,16802,23519,Absence
Volkswagen,i20Active,2019,24461,7374,22609,22840,27666,34610,Absence
Maruti,Creta,2018,29730,68502,30866,124656,17292,96739,Absence
Maruti,Creta,2013,47949,9108,37426,91485,13964,91773,Absence
Skoda,Creta,2021,3000,12153,30401,49497,15880,12021,Presence
Renault,Amaze,2023,333574,151000,146689,118129,167104,131361,Presence
Mahindra,EtiosLiva,2018,17256,11621,30808,46699,33132,39937,Absence
Toyota,Amaze,2013,98550,151000,153000,158100,86989,54620,Presence
Kia,Endeavour,2012,27602,12743,126832,86017,24445,21023,Presence
Honda,NaAbsence,2020,191651,86866,68388,155696,73719,87876,Presence
Honda,NaAbsence,2023,175775,92108,87249,163836,146034,99785,Presence
Honda,Amaze,2019,26774,13765,134322,111060,150926,43901,Presence
Maruti,Carnival,2010,9645,16976,27180,98363,155924,29586,Presence
Toyota,Amaze,2022,108808,94461,153000,162204,150816,166895,Presence
Toyota,Amaze,2011,39431,12867,121418,113707,115614,57835,Presence
Mahindra,Creta,2011,161034,88286,132852,116264,51001,222258,Presence
Honda,NaAbsence,2023,19691,10679,52818,167148,134457,123086,Presence
Renault,Creta,2015,26049,10635,153000,131434,94853,68982,Absence
Lamborghini,Carnival,2020,6702,11122,32276,28083,16723,20131,Absence
Hyundai,EtiosLiva,2019,8540,14772,27597,26081,35742,31687,Absence
Hyundai,Carnival,2020,11825,11116,27686,42151,21467,44672,Absence
MarutiSuzuki,Harrier,2023,20168,13063,82833,55771,49962,44326,Presence
Tata,Venue,2023,151578,89076,139796,99312,43389,54805,Presence
MarutiSuzuki,Endeavour,2020,13246,11355,25574,39629,11942,22803,Presence
Hyundai,NaAbsence,2013,9514,10224,23711,120357,28737,39603,Presence
Rolls-Royce,NaAbsence,2023,27544,9722,44652,110066,149294,82400,Presence
Audi,KUV100,2020,46371,7927,21608,53682,26257,22138,Presence
Honda,Carnival,2023,56204,27551,23464,54500,68642,89220,Presence
Maruti,CorollaAltis,2020,14683,11304,16449,26446,14948,54421,Absence
MarutiSuzuki,Triber,2023,22219,8730,62369,36528,22015,19123,Absence
Tata,i20Active,2015,12366,11746,20389,49720,20301,17147,Presence
Ford,Carnival,2020,18567,12061,24588,53126,88847,28623,Presence
Maruti,Carnival,2023,36818,11028,41246,28594,22216,80031,Presence
Hyundai,Carnival,2023,13481,13279,15899,24232,30800,27943,Presence
Mahindra,Carnival,2023,228402,15205,123050,154248,80326,78161,Presence
MarutiSuzuki,City,2015,26185,7949,27246,29622,44525,26353,Presence
MarutiSuzuki,Alto,2015,26744,7875,33746,50862,29498,33447,Presence
Maruti,EtiosLiva,2019,31125,9386,39802,49713,21777,14657,Presence
Maruti,i20Active,2021,17524,7321,21821,38625,29744,27619,Absence
MarutiSuzuki,NaAbsence,2022,30818,10749,28304,45464,23684,30910,Presence
